0.9860 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
58.2862 	EXP 	target: autoDraw = False
58.2862 	EXP 	cue_hand: pos = array([0.5, 0. ])
58.2862 	EXP 	cue_hand: image = 'images/hand_right.png'
58.2862 	EXP 	cue_movement: pos = array([0.  , 0.25])
58.2862 	EXP 	cue_movement: image = 'images/arrow_up.png'
58.2862 	EXP 	target: pos = array([0.5 , 0.25])
58.5695 	EXP 	cue_hand: autoDraw = True
58.8695 	EXP 	cue_hand: autoDraw = False
59.1696 	EXP 	cue_movement: autoDraw = True
59.4695 	EXP 	cue_movement: autoDraw = False
59.7696 	EXP 	target: autoDraw = True
60.0067 	DATA 	Keypress: up
60.0236 	EXP 	New trial (rep=0, index=7): {'cue_file_hand': 'images/hand_left.png', 'hand_x': -0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'left'}
60.0695 	EXP 	cue_hand: autoDraw = False
60.0695 	EXP 	cue_movement: autoDraw = False
60.0695 	EXP 	target: autoDraw = False
60.0695 	EXP 	cue_hand: pos = array([-0.5,  0. ])
60.0695 	EXP 	cue_hand: image = 'images/hand_left.png'
60.0695 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
60.0695 	EXP 	cue_movement: image = 'images/arrow_down.png'
60.0695 	EXP 	target: pos = array([-0.5 , -0.25])
60.3528 	EXP 	cue_hand: autoDraw = True
60.6529 	EXP 	cue_hand: autoDraw = False
60.9526 	EXP 	cue_movement: autoDraw = True
61.2530 	EXP 	cue_movement: autoDraw = False
61.5529 	EXP 	target: autoDraw = True
61.8241 	EXP 	New trial (rep=0, index=8): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': 0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'down'}
61.8589 	DATA 	Keypress: left
61.8698 	EXP 	cue_hand: autoDraw = False
61.8698 	EXP 	cue_movement: autoDraw = False
61.8698 	EXP 	target: autoDraw = False
61.8698 	EXP 	cue_hand: pos = array([0.5, 0. ])
61.8698 	EXP 	cue_hand: image = 'images/hand_right.png'
61.8698 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
61.8698 	EXP 	cue_movement: image = 'images/arrow_down.png'
61.8698 	EXP 	target: pos = array([ 0.5 , -0.25])
62.1530 	EXP 	cue_hand: autoDraw = True
62.4530 	EXP 	cue_hand: autoDraw = False
62.7529 	EXP 	cue_movement: autoDraw = True
63.0530 	EXP 	cue_movement: autoDraw = False
63.3530 	EXP 	target: autoDraw = True
63.7237 	EXP 	New trial (rep=0, index=9): {'cue_file_hand': 'images/hand_left.png', 'hand_x': -0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': 0.5, 'target_y': -0.25, 'is_valid': 'movement', 'correct_key': 'down'}
63.7594 	DATA 	Keypress: down
63.7696 	EXP 	cue_hand: autoDraw = False
63.7696 	EXP 	cue_movement: autoDraw = False
63.7696 	EXP 	target: autoDraw = False
63.7696 	EXP 	cue_hand: pos = array([-0.5,  0. ])
63.7696 	EXP 	cue_hand: image = 'images/hand_left.png'
63.7696 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
63.7696 	EXP 	cue_movement: image = 'images/arrow_down.png'
63.7696 	EXP 	target: pos = array([ 0.5 , -0.25])
64.0530 	EXP 	cue_hand: autoDraw = True
64.3530 	EXP 	cue_hand: autoDraw = False
64.6530 	EXP 	cue_movement: autoDraw = True
64.9530 	EXP 	cue_movement: autoDraw = False
65.2530 	EXP 	target: autoDraw = True
65.5569 	EXP 	New trial (rep=0, index=10): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': 0.25, 'is_valid': 'movement', 'correct_key': 'right'}
65.5918 	DATA 	Keypress: down
65.6030 	EXP 	cue_hand: autoDraw = False
65.6030 	EXP 	cue_movement: autoDraw = False
65.6030 	EXP 	target: autoDraw = False
65.6030 	EXP 	cue_hand: pos = array([0.5, 0. ])
65.6030 	EXP 	cue_hand: image = 'images/hand_right.png'
65.6030 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
65.6030 	EXP 	cue_movement: image = 'images/arrow_down.png'
65.6030 	EXP 	target: pos = array([-0.5 ,  0.25])
65.8864 	EXP 	cue_hand: autoDraw = True
66.1864 	EXP 	cue_hand: autoDraw = False
66.4864 	EXP 	cue_movement: autoDraw = True
66.7864 	EXP 	cue_movement: autoDraw = False
67.0865 	EXP 	target: autoDraw = True
67.3737 	EXP 	New trial (rep=0, index=11): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': 0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'down'}
67.4087 	DATA 	Keypress: right
67.4197 	EXP 	cue_hand: autoDraw = False
67.4197 	EXP 	cue_movement: autoDraw = False
67.4197 	EXP 	target: autoDraw = False
67.4197 	EXP 	cue_hand: pos = array([0.5, 0. ])
67.4197 	EXP 	cue_hand: image = 'images/hand_right.png'
67.4197 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
67.4197 	EXP 	cue_movement: image = 'images/arrow_down.png'
67.4197 	EXP 	target: pos = array([ 0.5 , -0.25])
67.7031 	EXP 	cue_hand: autoDraw = True
68.0032 	EXP 	cue_hand: autoDraw = False
68.3031 	EXP 	cue_movement: autoDraw = True
68.6031 	EXP 	cue_movement: autoDraw = False
68.9031 	EXP 	target: autoDraw = True
69.2740 	EXP 	New trial (rep=0, index=12): {'cue_file_hand': 'images/hand_left.png', 'hand_x': -0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': 0.25, 'is_valid': 'hand', 'correct_key': 'right'}
69.3079 	DATA 	Keypress: down
69.3195 	EXP 	cue_hand: autoDraw = False
69.3195 	EXP 	cue_movement: autoDraw = False
69.3195 	EXP 	target: autoDraw = False
69.3195 	EXP 	cue_hand: pos = array([-0.5,  0. ])
69.3195 	EXP 	cue_hand: image = 'images/hand_left.png'
69.3195 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
69.3195 	EXP 	cue_movement: image = 'images/arrow_down.png'
69.3195 	EXP 	target: pos = array([-0.5 ,  0.25])
69.6031 	EXP 	cue_hand: autoDraw = True
69.9032 	EXP 	cue_hand: autoDraw = False
70.2031 	EXP 	cue_movement: autoDraw = True
70.5032 	EXP 	cue_movement: autoDraw = False
70.8032 	EXP 	target: autoDraw = True
71.0574 	EXP 	New trial (rep=0, index=13): {'cue_file_hand': 'images/hand_left.png', 'hand_x': -0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': 0.25, 'is_valid': 'hand', 'correct_key': 'right'}
71.0923 	DATA 	Keypress: left
71.1032 	EXP 	cue_hand: autoDraw = False
71.1032 	EXP 	cue_movement: autoDraw = False
71.1032 	EXP 	target: autoDraw = False
71.1032 	EXP 	cue_hand: pos = array([-0.5,  0. ])
71.1032 	EXP 	cue_hand: image = 'images/hand_left.png'
71.1032 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
71.1032 	EXP 	cue_movement: image = 'images/arrow_down.png'
71.1032 	EXP 	target: pos = array([-0.5 ,  0.25])
71.1558 	DATA 	Keypress: right
71.3865 	EXP 	cue_hand: autoDraw = True
71.6866 	EXP 	cue_hand: autoDraw = False
71.9866 	EXP 	cue_movement: autoDraw = True
72.2866 	EXP 	cue_movement: autoDraw = False
72.5866 	EXP 	target: autoDraw = True
72.7736 	EXP 	New trial (rep=0, index=14): {'cue_file_hand': 'images/hand_left.png', 'hand_x': -0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'left'}
72.8086 	DATA 	Keypress: left
72.8199 	EXP 	cue_hand: autoDraw = False
72.8199 	EXP 	cue_movement: autoDraw = False
72.8199 	EXP 	target: autoDraw = False
72.8199 	EXP 	cue_hand: pos = array([-0.5,  0. ])
72.8199 	EXP 	cue_hand: image = 'images/hand_left.png'
72.8199 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
72.8199 	EXP 	cue_movement: image = 'images/arrow_down.png'
72.8199 	EXP 	target: pos = array([-0.5 , -0.25])
73.1033 	EXP 	cue_hand: autoDraw = True
73.4033 	EXP 	cue_hand: autoDraw = False
73.7033 	EXP 	cue_movement: autoDraw = True
74.0034 	EXP 	cue_movement: autoDraw = False
74.3033 	EXP 	target: autoDraw = True
74.5748 	DATA 	Keypress: right
74.5905 	EXP 	New trial (rep=0, index=15): {'cue_file_hand': 'images/hand_left.png', 'hand_x': -0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'left'}
74.6368 	EXP 	cue_hand: autoDraw = False
74.6368 	EXP 	cue_movement: autoDraw = False
74.6368 	EXP 	target: autoDraw = False
74.6368 	EXP 	cue_hand: pos = array([-0.5,  0. ])
74.6368 	EXP 	cue_hand: image = 'images/hand_left.png'
74.6368 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
74.6368 	EXP 	cue_movement: image = 'images/arrow_down.png'
74.6368 	EXP 	target: pos = array([-0.5 , -0.25])
74.9200 	EXP 	cue_hand: autoDraw = True
75.2200 	EXP 	cue_hand: autoDraw = False
75.5200 	EXP 	cue_movement: autoDraw = True
75.8201 	EXP 	cue_movement: autoDraw = False
76.1200 	EXP 	target: autoDraw = True
76.4079 	DATA 	Keypress: left
76.4245 	EXP 	New trial (rep=0, index=16): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_up.png', 'movement_y': 0.25, 'target_x': 0.5, 'target_y': -0.25, 'is_valid': 'hand', 'correct_key': 'down'}
76.4700 	EXP 	cue_hand: autoDraw = False
76.4700 	EXP 	cue_movement: autoDraw = False
76.4700 	EXP 	target: autoDraw = False
76.4700 	EXP 	cue_hand: pos = array([0.5, 0. ])
76.4700 	EXP 	cue_hand: image = 'images/hand_right.png'
76.4700 	EXP 	cue_movement: pos = array([0.  , 0.25])
76.4700 	EXP 	cue_movement: image = 'images/arrow_up.png'
76.4700 	EXP 	target: pos = array([ 0.5 , -0.25])
76.7534 	EXP 	cue_hand: autoDraw = True
77.0534 	EXP 	cue_hand: autoDraw = False
77.3534 	EXP 	cue_movement: autoDraw = True
77.6534 	EXP 	cue_movement: autoDraw = False
77.9531 	EXP 	target: autoDraw = True
78.3579 	EXP 	New trial (rep=0, index=17): {'cue_file_hand': 'images/hand_left.png', 'hand_x': -0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': 0.5, 'target_y': 0.25, 'is_valid': 'none', 'correct_key': 'up'}
78.3928 	DATA 	Keypress: down
78.4034 	EXP 	cue_hand: autoDraw = False
78.4034 	EXP 	cue_movement: autoDraw = False
78.4034 	EXP 	target: autoDraw = False
78.4034 	EXP 	cue_hand: pos = array([-0.5,  0. ])
78.4034 	EXP 	cue_hand: image = 'images/hand_left.png'
78.4034 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
78.4034 	EXP 	cue_movement: image = 'images/arrow_down.png'
78.4034 	EXP 	target: pos = array([0.5 , 0.25])
78.6868 	EXP 	cue_hand: autoDraw = True
78.9868 	EXP 	cue_hand: autoDraw = False
79.2868 	EXP 	cue_movement: autoDraw = True
79.5868 	EXP 	cue_movement: autoDraw = False
79.8868 	EXP 	target: autoDraw = True
80.2573 	EXP 	New trial (rep=0, index=18): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': 0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'down'}
80.2931 	DATA 	Keypress: up
80.3035 	EXP 	cue_hand: autoDraw = False
80.3035 	EXP 	cue_movement: autoDraw = False
80.3035 	EXP 	target: autoDraw = False
80.3035 	EXP 	cue_hand: pos = array([0.5, 0. ])
80.3035 	EXP 	cue_hand: image = 'images/hand_right.png'
80.3035 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
80.3035 	EXP 	cue_movement: image = 'images/arrow_down.png'
80.3035 	EXP 	target: pos = array([ 0.5 , -0.25])
80.5868 	EXP 	cue_hand: autoDraw = True
80.8869 	EXP 	cue_hand: autoDraw = False
81.1868 	EXP 	cue_movement: autoDraw = True
81.4869 	EXP 	cue_movement: autoDraw = False
81.7868 	EXP 	target: autoDraw = True
82.0913 	EXP 	New trial (rep=0, index=19): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': 0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'down'}
82.1271 	DATA 	Keypress: down
82.1369 	EXP 	cue_hand: autoDraw = False
82.1369 	EXP 	cue_movement: autoDraw = False
82.1369 	EXP 	target: autoDraw = False
82.1369 	EXP 	cue_hand: pos = array([0.5, 0. ])
82.1369 	EXP 	cue_hand: image = 'images/hand_right.png'
82.1369 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
82.1369 	EXP 	cue_movement: image = 'images/arrow_down.png'
82.1369 	EXP 	target: pos = array([ 0.5 , -0.25])
82.4202 	EXP 	cue_hand: autoDraw = True
82.7203 	EXP 	cue_hand: autoDraw = False
83.0202 	EXP 	cue_movement: autoDraw = True
83.3203 	EXP 	cue_movement: autoDraw = False
83.6202 	EXP 	target: autoDraw = True
83.8910 	EXP 	New trial (rep=0, index=20): {'cue_file_hand': 'images/hand_left.png', 'hand_x': -0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'left'}
83.9258 	DATA 	Keypress: down
83.9369 	EXP 	cue_hand: autoDraw = False
83.9369 	EXP 	cue_movement: autoDraw = False
83.9369 	EXP 	target: autoDraw = False
83.9369 	EXP 	cue_hand: pos = array([-0.5,  0. ])
83.9369 	EXP 	cue_hand: image = 'images/hand_left.png'
83.9369 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
83.9369 	EXP 	cue_movement: image = 'images/arrow_down.png'
83.9369 	EXP 	target: pos = array([-0.5 , -0.25])
84.2203 	EXP 	cue_hand: autoDraw = True
84.5203 	EXP 	cue_hand: autoDraw = False
84.8203 	EXP 	cue_movement: autoDraw = True
85.1203 	EXP 	cue_movement: autoDraw = False
85.4203 	EXP 	target: autoDraw = True
85.7074 	EXP 	New trial (rep=0, index=21): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': -0.25, 'is_valid': 'hand', 'correct_key': 'left'}
85.7423 	DATA 	Keypress: left
85.7538 	EXP 	cue_hand: autoDraw = False
85.7538 	EXP 	cue_movement: autoDraw = False
85.7538 	EXP 	target: autoDraw = False
85.7538 	EXP 	cue_hand: pos = array([0.5, 0. ])
85.7538 	EXP 	cue_hand: image = 'images/hand_right.png'
85.7538 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
85.7538 	EXP 	cue_movement: image = 'images/arrow_down.png'
85.7538 	EXP 	target: pos = array([-0.5 , -0.25])
86.0370 	EXP 	cue_hand: autoDraw = True
86.3370 	EXP 	cue_hand: autoDraw = False
86.6370 	EXP 	cue_movement: autoDraw = True
86.9370 	EXP 	cue_movement: autoDraw = False
87.2371 	EXP 	target: autoDraw = True
87.9238 	DATA 	Keypress: left
87.9408 	EXP 	New trial (rep=0, index=22): {'cue_file_hand': 'images/hand_left.png', 'hand_x': -0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': -0.5, 'target_y': 0.25, 'is_valid': 'hand', 'correct_key': 'right'}
87.9870 	EXP 	cue_hand: autoDraw = False
87.9870 	EXP 	cue_movement: autoDraw = False
87.9870 	EXP 	target: autoDraw = False
87.9870 	EXP 	cue_hand: pos = array([-0.5,  0. ])
87.9870 	EXP 	cue_hand: image = 'images/hand_left.png'
87.9870 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
87.9870 	EXP 	cue_movement: image = 'images/arrow_down.png'
87.9870 	EXP 	target: pos = array([-0.5 ,  0.25])
88.2700 	EXP 	cue_hand: autoDraw = True
88.5703 	EXP 	cue_hand: autoDraw = False
88.8704 	EXP 	cue_movement: autoDraw = True
89.1704 	EXP 	cue_movement: autoDraw = False
89.4704 	EXP 	target: autoDraw = True
89.8414 	DATA 	Keypress: right
89.8582 	EXP 	New trial (rep=0, index=23): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_down.png', 'movement_y': -0.25, 'target_x': 0.5, 'target_y': -0.25, 'is_valid': 'both', 'correct_key': 'down'}
89.8931 	DATA 	Keypress: right
89.9038 	EXP 	cue_hand: autoDraw = False
89.9038 	EXP 	cue_movement: autoDraw = False
89.9038 	EXP 	target: autoDraw = False
89.9038 	EXP 	cue_hand: pos = array([0.5, 0. ])
89.9038 	EXP 	cue_hand: image = 'images/hand_right.png'
89.9038 	EXP 	cue_movement: pos = array([ 0.  , -0.25])
89.9038 	EXP 	cue_movement: image = 'images/arrow_down.png'
89.9038 	EXP 	target: pos = array([ 0.5 , -0.25])
90.1871 	EXP 	cue_hand: autoDraw = True
90.4871 	EXP 	cue_hand: autoDraw = False
90.7871 	EXP 	cue_movement: autoDraw = True
91.0871 	EXP 	cue_movement: autoDraw = False
91.3871 	EXP 	target: autoDraw = True
91.5912 	EXP 	New trial (rep=0, index=24): {'cue_file_hand': 'images/hand_right.png', 'hand_x': 0.5, 'cue_file_movement': 'images/arrow_up.png', 'movement_y': 0.25, 'target_x': 0.5, 'target_y': 0.25, 'is_valid': 'both', 'correct_key': 'up'}
91.6254 	DATA 	Keypress: down
91.6372 	EXP 	cue_hand: autoDraw = False
91.6372 	EXP 	cue_movement: autoDraw = False
91.6372 	EXP 	target: autoDraw = False
91.6372 	EXP 	cue_hand: pos = array([0.5, 0. ])
91.6372 	EXP 	cue_hand: image = 'images/hand_right.png'
91.6372 	EXP 	cue_movement: pos = array([0.  , 0.25])
91.6372 	EXP 	cue_movement: image = 'images/arrow_up.png'
91.6372 	EXP 	target: pos = array([0.5 , 0.25])
91.9205 	EXP 	cue_hand: autoDraw = True
92.2205 	EXP 	cue_hand: autoDraw = False
92.5206 	EXP 	cue_movement: autoDraw = True
92.8205 	EXP 	cue_movement: autoDraw = False
93.1204 	EXP 	target: autoDraw = True
