"cue_file_hand","hand_x","cue_file_movement","movement_y","target_x","target_y","is_valid","correct_key","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp.keys","key_resp.corr","key_resp.rt","participant","session","gender","age","primary_hand","first_cue","date","expName","psychopyVersion","frameRate","X26","roka","kustiba"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,19,19,183,"down",1,0.345566799999215,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,0.25,"movement","right",0,20,20,246,"right",1,0.299967300002929,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,0.25,"both","up",0,21,21,138,"up",1,0.321329500006395,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,22,22,205,"down",1,0.368346100007766,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,23,23,189,"down",1,0.435189500004053,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,0.25,"both","up",0,24,24,144,"up",1,0.389937400007038,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,0.25,"both","right",0,25,25,41,"right",1,0.304488300000667,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"movement","down",0,26,26,331,"down",1,0.381380399996298,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,27,27,106,"left",1,0.338397499992861,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,-0.25,"hand","left",0,28,28,320,"left",1,0.342248800008558,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,-0.5,0.25,"movement","right",0,29,29,244,"right",1,0.442144900009036,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"movement","down",0,30,30,259,"down",1,0.459060299997684,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,31,31,188,"down",1,0.336578799997806,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,-0.25,"hand","left",0,32,32,232,"left",1,0.362669800002361,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,0.25,"both","up",0,33,33,155,"up",1,0.376381700003985,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,34,34,85,"left",1,0.364375800000271,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,0.25,"both","right",0,35,35,56,"right",1,0.430969999990775,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"movement","down",0,36,36,227,"down",1,0.402015300003579,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,37,37,97,"left",1,0.462269699990866,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,38,38,81,"left",1,0.4099602000101,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,-0.5,-0.25,"none","left",0,39,39,398,"left",1,0.333751300000586,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,0.25,"both","right",0,40,40,19,"right",1,0.490261600007652,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"hand","left",0,41,41,239,"left",1,0.394752800000599,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"movement","down",0,42,42,275,"down",1,0.37413800000085,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,43,43,5,"left",1,0.320947799995774,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,0.25,"both","up",0,44,44,115,"up",1,0.330860799997463,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,0.25,"movement","right",0,45,45,238,"right",1,0.459834099996253,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,-0.5,-0.25,"none","left",0,46,46,390,"left",1,0.391482099992572,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,0.5,0.25,"movement","up",0,47,47,241,"up",1,0.360619899993064,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,0.25,"both","right",0,48,48,30,"right",1,0.401216300004744,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,0.5,0.25,"movement","up",0,49,49,273,"up",1,0.420954299990437,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,50,50,83,"left",1,0.39389289998915,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,51,51,15,"down",1,0.469209799998207,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"hand","left",0,52,52,255,"left",1,0.4413877000059,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,53,53,100,"left",1,0.438497599989641,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,0.25,"both","right",0,54,54,55,"right",1,0.449767700007651,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,0.25,"hand","right",0,55,55,362,"right",1,0.337054299992626,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,0.25,"none","up",0,56,56,375,"up",1,0.484139300009701,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,0.25,"movement","right",0,57,57,310,"right",1,0.371681400008849,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,58,58,71,"left",1,0.395197099995567,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,0.25,"hand","right",0,59,59,298,"right",1,0.368566100007039,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,60,60,187,"down",1,0.441140800005523,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,0.5,0.25,"movement","up",0,61,61,353,"up",1,0.424386200001929,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,62,62,98,"left",1,0.403033999992185,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,0.25,"both","up",0,63,63,159,"up",1,0.383444799987483,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,-0.25,"hand","down",0,64,64,317,"down",1,0.400155400000396,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"hand","left",0,65,65,335,"left",1,0.372862400008482,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"movement","down",0,66,66,315,"down",1,0.370421900008107,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"hand","left",0,67,67,279,"left",1,0.350784500000183,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,0.5,-0.25,"none","down",0,68,68,3,"down",1,0.360130800007028,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,-0.25,"hand","down",0,69,69,301,"down",1,0.495366300006746,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,0.25,"both","up",0,70,70,149,"up",1,0.504634600005811,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,0.25,"both","up",0,71,71,130,"up",1,0.425312099996954,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"hand","left",0,72,72,215,"left",1,0.494214299995103,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,-0.5,0.25,"movement","right",0,73,73,268,"right",1,0.376526499998174,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,0.5,0.25,"movement","up",0,74,74,249,"up",1,0.393277600001777,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,75,75,163,"down",1,0.371636799991829,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,76,76,202,"down",1,0.421462999995565,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,-0.25,"hand","left",0,77,77,304,"left",1,0.617367200002074,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,0.25,"both","right",0,78,78,27,"right",1,0.402976899993955,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,79,79,170,"down",1,0.307842400001828,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,0.25,"movement","right",0,80,80,214,"left",0,0.308590000002179,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,0.25,"movement","right",0,81,81,12,"right",1,0.567024600009783,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"hand","left",0,82,82,343,"left",1,0.408750399992452,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,83,83,164,"down",1,0.395043599990895,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,-0.5,-0.25,"none","left",0,84,84,378,"left",1,0.415619300008984,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,0.5,0.25,"movement","up",0,85,85,257,"up",1,0.489692400007509,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,-0.25,"hand","left",0,86,86,352,"left",1,0.466590400001034,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,0.5,0.25,"movement","up",0,87,87,329,"up",1,0.351705199996824,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,-0.5,0.25,"movement","right",0,88,88,300,"right",1,0.440570299995481,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,-0.5,0.25,"movement","right",0,89,89,324,"right",1,0.402241300007328,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,-0.25,"hand","left",0,90,90,328,"left",1,0.409986400003429,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,91,91,172,"down",1,0.400710899998085,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,92,92,102,"left",1,0.383323799997452,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,-0.5,0.25,"movement","right",0,93,93,364,"right",1,0.567520200000028,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"hand","left",0,94,94,295,"left",1,0.313133500008727,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","pareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,0.25,"both","right",0,95,95,40,"right",1,0.386824000005145,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,0.25,"both","up",0,96,96,120,"up",1,0.481031499996316,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,-0.25,"both","down",0,97,97,196,"down",1,0.299420700005139,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,0.5,0.25,"none","up",0,98,98,371,"up",1,0.425013600004604,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,-0.25,"hand","left",0,99,99,280,"left",1,0.309861700008507,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,0.25,"hand","right",0,100,100,4,"right",1,0.395447299991967,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","nepareizs"
"images/hand_left.png",-0.5,"images/arrow_down.png",-0.25,-0.5,-0.25,"both","left",0,101,101,88,"left",1,0.345838500001701,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,-0.5,-0.25,"none","left",0,102,102,374,"left",1,0.407040799997048,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_right.png",0.5,"images/arrow_up.png",0.25,0.5,0.25,"both","up",0,103,103,146,"up",1,0.429531100006425,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
"images/hand_right.png",0.5,"images/arrow_down.png",-0.25,-0.5,0.25,"movement","right",0,104,104,278,"right",1,0.37256439999491,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"nepareizs","nepareizs"
"images/hand_left.png",-0.5,"images/arrow_up.png",0.25,-0.5,0.25,"both","right",0,105,105,60,"right",1,0.342437900010264,5,1,"m",30,"r","h","2021_Apr_19_1121","bd-ai","2021.1.4",59.9940485887144,NA,"pareizs","pareizs"
